STUDY_ID	SAMPLE_ID	HLA-A	HLA-B	HLA-C
brca_tcga_pub	TCGA-E2-A1IO-01	NA	NA	NA
brca_tcga_pub	TCGA-E2-A1IP-01	NA	NA	NA
brca_tcga_pub	TCGA-E2-A1IU-01	NA	NA	NA
brca_tcga_pub	TCGA-E2-A1L6-01	NA	NA	NA
brca_tcga_pub	TCGA-E2-A1L7-01	NA	NA	NA
brca_tcga_pub	TCGA-E2-A1L8-01	NA	NA	NA
brca_tcga_pub	TCGA-E2-A1L9-01	NA	NA	NA
brca_tcga_pub	TCGA-E2-A1LA-01	NA	NA	NA
brca_tcga_pub	TCGA-E2-A1LB-01	NA	NA	NA
brca_tcga_pub	TCGA-E2-A1LG-01	NA	NA	NA
brca_tcga_pub	TCGA-E2-A1LH-01	NA	NA	NA
brca_tcga_pub	TCGA-E2-A1LI-01	NA	NA	NA
brca_tcga_pub	TCGA-E2-A1LL-01	NA	NA	NA
brca_tcga_pub	TCGA-E2-A1LS-01	NA	NA	NA
brca_tcga_pub	TCGA-E9-A1N3-01	NA	NA	NA
brca_tcga_pub	TCGA-E9-A1N4-01	NA	NA	NA
brca_tcga_pub	TCGA-E9-A1N5-01	NA	NA	NA
brca_tcga_pub	TCGA-E9-A1N6-01	NA	NA	NA
brca_tcga_pub	TCGA-E9-A1N8-01	NA	NA	NA
brca_tcga_pub	TCGA-E9-A1N9-01	NA	NA	NA
brca_tcga_pub	TCGA-E9-A1NA-01	NA	NA	NA
brca_tcga_pub	TCGA-E9-A1NC-01	NA	NA	NA
brca_tcga_pub	TCGA-E9-A1ND-01	NA	NA	NA
brca_tcga_pub	TCGA-E9-A1NE-01	NA	NA	NA
brca_tcga_pub	TCGA-E9-A1NF-01	NA	NA	NA
brca_tcga_pub	TCGA-E9-A1NG-01	NA	NA	NA
brca_tcga_pub	TCGA-E9-A1NH-01	NA	NA	NA
brca_tcga_pub	TCGA-E9-A1NI-01	NA	NA	NA
brca_tcga_pub	TCGA-E9-A1QZ-01	NA	NA	NA
brca_tcga_pub	TCGA-E9-A1R0-01	NA	NA	NA
brca_tcga_pub	TCGA-E9-A1R2-01	NA	NA	NA
brca_tcga_pub	TCGA-E9-A1R3-01	NA	NA	NA
brca_tcga_pub	TCGA-E9-A1R4-01	NA	NA	NA
brca_tcga_pub	TCGA-E9-A1R5-01	NA	NA	NA
brca_tcga_pub	TCGA-E9-A1R6-01	NA	NA	NA
brca_tcga_pub	TCGA-E9-A1R7-01	NA	NA	NA
brca_tcga_pub	TCGA-E9-A1RA-01	NA	NA	NA
brca_tcga_pub	TCGA-E9-A1RB-01	NA	NA	NA
brca_tcga_pub	TCGA-E9-A1RC-01	NA	NA	NA
brca_tcga_pub	TCGA-E9-A1RD-01	NA	NA	NA
brca_tcga_pub	TCGA-E9-A1RE-01	NA	NA	NA
brca_tcga_pub	TCGA-E9-A1RF-01	NA	NA	NA
brca_tcga_pub	TCGA-E9-A1RG-01	NA	NA	NA
brca_tcga_pub	TCGA-E9-A1RH-01	NA	NA	NA
brca_tcga_pub	TCGA-E9-A1RI-01	NA	NA	NA
brca_tcga_pub	TCGA-E9-A226-01	NA	NA	NA
brca_tcga_pub	TCGA-E9-A227-01	NA	NA	NA
brca_tcga_pub	TCGA-E9-A228-01	NA	NA	NA
brca_tcga_pub	TCGA-E9-A229-01	NA	NA	NA
brca_tcga_pub	TCGA-E9-A22A-01	NA	NA	NA
brca_tcga_pub	TCGA-E9-A22B-01	NA	NA	NA
brca_tcga_pub	TCGA-E9-A22D-01	NA	NA	NA
brca_tcga_pub	TCGA-E9-A22E-01	NA	NA	NA
brca_tcga_pub	TCGA-E9-A22G-01	NA	NA	NA
brca_tcga_pub	TCGA-E9-A22H-01	NA	NA	NA
brca_tcga_pub	TCGA-E9-A243-01	NA	NA	NA
brca_tcga_pub	TCGA-E9-A244-01	NA	NA	NA
brca_tcga_pub	TCGA-E9-A245-01	NA	NA	NA
brca_tcga_pub	TCGA-E9-A247-01	NA	NA	NA
brca_tcga_pub	TCGA-E9-A248-01	NA	NA	NA
brca_tcga_pub	TCGA-E9-A249-01	NA	NA	NA
brca_tcga_pub	TCGA-E9-A24A-01	NA	NA	NA
brca_tcga_pub	TCGA-EW-A1IW-01	NA	NA	NA
brca_tcga_pub	TCGA-EW-A1IX-01	NA	NA	NA
brca_tcga_pub	TCGA-EW-A1IY-01	NA	NA	NA
brca_tcga_pub	TCGA-EW-A1IZ-01	NA	NA	NA
brca_tcga_pub	TCGA-EW-A1J1-01	NA	NA	NA
brca_tcga_pub	TCGA-EW-A1J2-01	NA	NA	NA
brca_tcga_pub	TCGA-EW-A1J3-01	NA	NA	NA
brca_tcga_pub	TCGA-EW-A1J5-01	NA	NA	NA
brca_tcga_pub	TCGA-EW-A1J6-01	NA	NA	NA
brca_tcga_pub	TCGA-EW-A1OV-01	NA	NA	NA
brca_tcga_pub	TCGA-EW-A1OW-01	NA	NA	NA
brca_tcga_pub	TCGA-EW-A1OX-01	NA	NA	NA
brca_tcga_pub	TCGA-EW-A1OY-01	NA	NA	NA
brca_tcga_pub	TCGA-EW-A1OZ-01	NA	NA	NA
brca_tcga_pub	TCGA-EW-A1P0-01	NA	NA	NA
brca_tcga_pub	TCGA-EW-A1P1-01	NA	NA	NA
brca_tcga_pub	TCGA-EW-A1P3-01	NA	NA	NA
brca_tcga_pub	TCGA-EW-A1P4-01	NA	NA	NA
brca_tcga_pub	TCGA-EW-A1P5-01	NA	NA	NA
brca_tcga_pub	TCGA-EW-A1P6-01	NA	NA	NA
brca_tcga_pub	TCGA-EW-A1P7-01	NA	NA	NA
brca_tcga_pub	TCGA-EW-A1PA-01	NA	NA	NA
brca_tcga_pub	TCGA-EW-A1PB-01	NA	NA	NA
brca_tcga_pub	TCGA-EW-A1PD-01	NA	NA	NA
brca_tcga_pub	TCGA-EW-A1PE-01	NA	NA	NA
brca_tcga_pub	TCGA-EW-A1PF-01	NA	NA	NA
brca_tcga_pub	TCGA-EW-A1PG-01	NA	NA	NA
brca_tcga_pub	TCGA-EW-A1PH-01	NA	NA	NA
brca_tcga_pub	TCGA-EW-A2FS-01	NA	NA	NA
brca_tcga_pub	TCGA-EW-A2FV-01	NA	NA	NA
brca_tcga_pub	TCGA-EW-A2FW-01	NA	NA	NA
brca_tcga_pub	TCGA-GM-A2DA-01	NA	NA	NA
brca_tcga_pub	TCGA-GM-A2DB-01	NA	NA	NA
brca_tcga_pub	TCGA-GM-A2DC-01	NA	NA	NA
brca_tcga_pub	TCGA-GM-A2DD-01	NA	NA	NA
brca_tcga_pub	TCGA-GM-A2DF-01	NA	NA	NA
brca_tcga_pub	TCGA-GM-A2DH-01	NA	NA	NA
brca_tcga_pub	TCGA-GM-A2DI-01	NA	NA	NA
brca_tcga_pub	TCGA-GM-A2DK-01	NA	NA	NA
brca_tcga_pub	TCGA-GM-A2DL-01	NA	NA	NA
brca_tcga_pub	TCGA-GM-A2DM-01	NA	NA	NA
brca_tcga_pub	TCGA-GM-A2DN-01	NA	NA	NA
brca_tcga_pub	TCGA-GM-A2DO-01	NA	NA	NA
brca_tcga_pub	TCGA-AR-A24W-01	NA	NA	NA
brca_tcga_pub	TCGA-AC-A2B8-01	NA	NA	NA
brca_tcga_pub	TCGA-AC-A2FF-01	NA	NA	NA
brca_tcga_pub	TCGA-AC-A2FB-01	NA	NA	NA
brca_tcga_pub	TCGA-AC-A2FG-01	NA	NA	NA
brca_tcga_pub	TCGA-GI-A2C8-01	NA	NA	NA
brca_tcga_pub	TCGA-E9-A295-01	NA	NA	NA
